company,product_name,reference_id,review_year,cocoa_percent,company_location,rating,bean_type,bean_origin,is_dark,rating_grade
Beehive,"Brazil, Batch 20316",1784,2016,80.0,U.S.A.,2.75,,Brazil,True,Poprawny
Beehive,"Dominican Republic, Batch 31616",1784,2016,70.0,U.S.A.,2.75,,Domincan Republic,True,Poprawny
Beehive,"Ecuador, Batch 31516",1784,2016,70.0,U.S.A.,2.75,,Ecuador,True,Poprawny
Beehive,Ecuador,1788,2016,90.0,U.S.A.,2.75,,Ecuador,True,Poprawny
Belcolade,Costa Rica,586,2010,64.0,Belgium,2.75,,Costa Rica,False,Poprawny
Belcolade,Papua New Guinea,586,2010,64.0,Belgium,2.75,,Papua New Guinea,False,Poprawny
Belcolade,Peru,586,2010,64.0,Belgium,2.75,,Peru,False,Poprawny
Belcolade,Ecuador,586,2010,71.0,Belgium,3.5,,Ecuador,True,Premium
Bellflower,"Kakao Kamili, Kilombero Valley",1800,2016,70.0,U.S.A.,3.5,"Criollo, Trinitario",Tanzania,True,Premium
Bellflower,"Alto Beni, Palos Blanco",1804,2016,70.0,U.S.A.,3.25,,Bolivia,True,Premium
Bellflower,"Oko Caribe, Duarte P.",1864,2016,70.0,U.S.A.,3.5,,Domincan Republic,True,Premium
Belyzium,"Belize south, low fermentation",1768,2016,83.0,Germany,2.75,Trinitario,Belize,True,Poprawny
Belyzium,Belize south,1768,2016,78.0,Germany,3.0,Trinitario,Belize,True,Poprawny
Belyzium,Belize south,1768,2016,83.0,Germany,3.5,Trinitario,Belize,True,Premium
Benoit Nihant,Baracoa,1141,2013,74.0,Belgium,3.5,Trinitario,Cuba,True,Premium
Benoit Nihant,Chuao,1141,2013,74.0,Belgium,3.5,Criollo,Venezuela,True,Premium
Benoit Nihant,Cuyagua Village,1141,2013,74.0,Belgium,3.5,Criollo,Venezuela,True,Premium
Benoit Nihant,Rio Peripa H.,1141,2013,73.0,Belgium,4.0,Trinitario,Ecuador,True,Premium
Benoit Nihant,"Bali, Sukrama Bros. Farm, Melaya, 62hr C",757,2011,72.0,Belgium,4.0,Trinitario,Indonesia,True,Premium
Benoit Nihant,"Somia Plantation, Sambirano, 70hr C",773,2011,72.0,Belgium,3.75,Trinitario,Madagascar,True,Premium
Bernachon,Nature,797,2012,55.0,France,2.75,,,False,Poprawny
Beschle (Felchlin),Madagascar,636,2011,64.0,Switzerland,3.0,Trinitario,Madagascar,False,Poprawny
Beschle (Felchlin),Maracaibo,636,2011,88.0,Switzerland,3.0,Criollo,Venezuela,True,Poprawny
Beschle (Felchlin),"Indigena Amazonia, Grand Cru, Quizas",636,2011,72.0,Switzerland,3.5,,Venezuela,True,Premium
Beschle (Felchlin),Ecuador,636,2011,72.0,Switzerland,4.0,,Ecuador,True,Premium
Beschle (Felchlin),"Carenero S., Barlovento, Grand Cru",508,2010,70.0,Switzerland,3.25,Trinitario,Venezuela,True,Premium
Beschle (Felchlin),"Porcelana, Premier Cru, Quizas No. 1",508,2010,74.0,Switzerland,3.25,Criollo (Porcelana),Venezuela,True,Premium
Beschle (Felchlin),"Java, Grand Cru",508,2010,64.0,Switzerland,3.5,,Indonesia,False,Premium
Beschle (Felchlin),"Ocumare, Premier Cru, Quizas No. 2",508,2010,72.0,Switzerland,3.5,,Venezuela,True,Premium
Bisou,"Nicaragua, American style",1482,2015,76.0,U.S.A.,2.5,,Nicaragua,True,Poprawny
Bisou,"San Andres, American style",1486,2015,76.0,U.S.A.,2.5,,Costa Rica,True,Poprawny
Bisou,"San Andres, silk",1486,2015,78.0,U.S.A.,2.5,,Costa Rica,True,Poprawny
Bisou,Belize,1486,2015,86.0,U.S.A.,3.25,Trinitario,Belize,True,Premium
Bittersweet Origins,Ghana,963,2012,72.0,U.S.A.,3.5,Forastero,Ghana,True,Premium
Bittersweet Origins,"Bali, Singaraja",478,2010,75.0,U.S.A.,3.25,,Indonesia,True,Premium
Bittersweet Origins,2009 Hapa Nibby,502,2010,70.0,U.S.A.,3.75,Blend,"Dominican Rep., Bali",True,Premium
Bittersweet Origins,"Bali, Singaraja",558,2010,65.0,U.S.A.,2.75,,Indonesia,False,Poprawny
Bittersweet Origins,"Sambirano, 2009",565,2010,70.0,U.S.A.,3.0,Trinitario,Madagascar,True,Poprawny
Bittersweet Origins,"Ocumare, prototype",565,2010,78.0,U.S.A.,3.0,Criollo,Venezuela,True,Poprawny
Bittersweet Origins,Puerto Plata,414,2009,75.0,U.S.A.,3.0,,Dominican Republic,True,Poprawny
Bittersweet Origins,Puerto Plata,414,2009,65.0,U.S.A.,3.5,,Dominican Republic,False,Premium
Bittersweet Origins,Sambirano,423,2009,75.0,U.S.A.,3.25,Trinitario,Madagascar,True,Premium
Bittersweet Origins,Sambirano,431,2009,65.0,U.S.A.,3.5,Trinitario,Madagascar,False,Premium
Bittersweet Origins,Sambirano,233,2008,71.0,U.S.A.,3.0,Trinitario,Madagascar,True,Poprawny
Bittersweet Origins,Bocas del Toro,233,2008,75.0,U.S.A.,3.5,,Panama,True,Premium
Bittersweet Origins,Puerto Plata,233,2008,68.0,U.S.A.,3.75,,Dominican Republic,False,Premium
Bittersweet Origins,Ankasa,256,2008,70.0,U.S.A.,3.0,Forastero,Ghana,True,Poprawny
Black Mountain,La Red,256,2008,70.0,U.S.A.,2.75,,Dominican Republic,True,Poprawny
Black Mountain,Carenero Superior,256,2008,70.0,U.S.A.,2.75,Trinitario,Venezuela,True,Poprawny
Black Mountain,Matiguas,256,2008,70.0,U.S.A.,3.0,,Nicaragua,True,Poprawny
Black River (A. Morin),Blue Mountain Region,1331,2014,70.0,U.K.,2.75,Trinitario,Jamaica,True,Poprawny
Blanxart,"Congo, Grand Cru",1046,2013,82.0,Spain,3.5,Forastero,Congo,True,Premium
Blanxart,Organic Dark,322,2009,72.0,Spain,2.75,,,True,Poprawny
Blue Bandana,"Akesson's E., Sambirano V.",1740,2016,82.0,U.S.A.,3.5,Trinitario,Madagascar,True,Premium
Blue Bandana,Lachua,1752,2016,75.0,U.S.A.,2.75,,Guatemala,True,Poprawny
Blue Bandana,Kokoa Kamili,1752,2016,75.0,U.S.A.,3.5,,Tanzania,True,Premium
Blue Bandana,Zorzal Reserva,1756,2016,75.0,U.S.A.,3.0,,Dominican Republic,True,Poprawny
Blue Bandana,Guatemala,911,2012,70.0,U.S.A.,3.5,,Guatemala,True,Premium
Blue Bandana,Madagascar,911,2012,70.0,U.S.A.,3.75,Trinitario,Madagascar,True,Premium
Bonnat,Selva Maya,1912,2016,75.0,France,3.5,,Mexico,True,Premium
Bonnat,Kaori,1339,2014,75.0,France,4.0,,Brazil,True,Premium
Bonnat,"Los Colorados, Santo Domingo, Equateur",1418,2014,75.0,France,3.25,,Dominican Republic,True,Premium
Bonnat,Surfin,1418,2014,65.0,France,3.75,,"Venez,Africa,Brasil,Peru,Mex",False,Premium
Bonnat,Maragnam,1038,2013,75.0,France,3.5,,Brazil,True,Premium
Bonnat,Gabon,1042,2013,75.0,France,3.25,,Gabon,True,Premium
Bonnat,Cuba,629,2011,75.0,France,3.5,Trinitario,Cuba,True,Premium
Bonnat,"Cusco, Cacao Cusco",629,2011,75.0,France,3.5,,Peru,True,Premium
Bonnat,Piura Blanco,629,2011,75.0,France,3.5,Forastero (Nacional),Peru,True,Premium
Bonnat,Libanio,629,2011,75.0,France,3.75,,Brazil,True,Premium
Bonnat,Haiti,629,2011,75.0,France,4.0,,Haiti,True,Premium
Bonnat,"Madagascar, 100% criollo",629,2011,75.0,France,4.0,Criollo,Madagascar,True,Premium
Bonnat,Juliana,672,2011,75.0,France,3.5,,Brazil,True,Premium
Bonnat,Jamaique,761,2011,75.0,France,3.25,Trinitario,Jamaica,True,Premium
Bonnat,Ivory Coast,331,2009,75.0,France,3.0,,Ivory Coast,True,Poprawny
Bonnat,"Porcelana, Apotequil",336,2009,75.0,France,2.75,Criollo,Peru,True,Poprawny
Bonnat,"Porcelana, Tabasco, Marfil de Blanco",336,2009,75.0,France,3.0,Criollo,Mexico,True,Poprawny
Bonnat,"Xoconusco, cacao Real",395,2009,75.0,France,3.0,Criollo,Mexico,True,Poprawny
Bonnat,"Porcelana, Venezuela",199,2008,75.0,France,4.0,Criollo (Porcelana),Venezuela,True,Premium
Bonnat,Equateur,123,2007,75.0,France,2.5,Forastero (Arriba),Ecuador,True,Poprawny
Bonnat,Trinite,24,2006,75.0,France,3.75,Trinitario,Carribean,True,Premium
Bonnat,"Ocumare, Puerto Cabello",32,2006,75.0,France,4.0,,Venezuela,True,Premium
Bonnat,"Maracaibo, El Rosario",48,2006,75.0,France,4.0,Criollo,Venezuela,True,Premium
Bonnat,Madagascar,75,2006,75.0,France,4.0,Trinitario,Madagascar,True,Premium
Bonnat,One Hundred,81,2006,100.0,France,1.5,,,True,Rozczarowujący
Bonnat,Ceylan,81,2006,75.0,France,3.0,,Sri Lanka,True,Poprawny
Bonnat,Chuao,81,2006,75.0,France,4.0,Trinitario,Venezuela,True,Premium
Bouga Cacao (Tulicorp),"El Oro, Hacienda de Oro",316,2009,77.0,Ecuador,3.25,Forastero (Arriba),Ecuador,True,Premium
Bouga Cacao (Tulicorp),"El Oro, Hacienda de Oro",341,2009,100.0,Ecuador,1.5,Forastero (Arriba),Ecuador,True,Rozczarowujący
Bowler Man,Maya Mountain,1267,2014,70.0,U.S.A.,2.75,Trinitario,Belize,True,Poprawny
Bowler Man,Conacado,1271,2014,70.0,U.S.A.,2.75,,Dominican Republic,True,Poprawny
Brasstown aka It's Chocolate,"Guasare, Zulia Prov.",1868,2016,70.0,U.S.A.,3.5,Criollo,Venezuela,True,Premium
Brasstown aka It's Chocolate,"O'payo, Waslala",1868,2016,70.0,U.S.A.,3.75,,Nicaragua,True,Premium
Brasstown aka It's Chocolate,Conacado,1462,2015,68.0,U.S.A.,3.75,,Dominican Republic,False,Premium
Brasstown aka It's Chocolate,Maya Mountain,1255,2014,70.0,U.S.A.,3.75,Trinitario,Belize,True,Premium
Brasstown aka It's Chocolate,Chuao,1355,2014,70.0,U.S.A.,4.0,Trinitario,Venezuela,True,Premium
Brasstown aka It's Chocolate,Cooproagro,1125,2013,72.0,U.S.A.,3.0,Trinitario,Dominican Republic,True,Poprawny
Brasstown aka It's Chocolate,"Camino Verde, Guayas",1125,2013,70.0,U.S.A.,3.25,,Ecuador,True,Premium
Brasstown aka It's Chocolate,Ghana,1129,2013,75.0,U.S.A.,3.5,Forastero,Ghana,True,Premium
Brasstown aka It's Chocolate,"Chuao, Mantuano blend",1129,2013,85.0,U.S.A.,3.5,Trinitario,Venezuela,True,Premium
Brazen,Elvesia P.,1514,2015,60.0,U.S.A.,3.0,,Dominican Republic,False,Poprawny
Brazen,Elvesia P.,1514,2015,80.0,U.S.A.,3.25,,Dominican Republic,True,Premium
Brazen,"Alta Verapaz, 2014",1514,2015,70.0,U.S.A.,3.5,,Guatemala,True,Premium
Brazen,Ambolikapiky P.,1518,2015,80.0,U.S.A.,2.75,,Madagascar,True,Poprawny
Brazen,Maya Mountain,1518,2015,80.0,U.S.A.,3.25,Trinitario,Belize,True,Premium
Brazen,Ambolikapkly P.,1518,2015,60.0,U.S.A.,3.25,,Madagascar,False,Premium
Breeze Mill,Jamaica,1149,2013,70.0,U.S.A.,3.0,Trinitario,Jamaica,True,Poprawny
Bright,Somia Plantation,1231,2014,72.0,Australia,3.0,Trinitario,Madagascar,True,Poprawny
Bright,Marabel Farms,1231,2014,70.0,Australia,3.5,,Dominican Republic,True,Premium
Bright,"Camino Verde, Balao, Guayas",1231,2014,72.0,Australia,3.5,,Ecuador,True,Premium
