company,product_name,reference_id,review_year,cocoa_percent,company_location,rating,bean_type,bean_origin,is_dark,rating_grade
Ambrosia,Madagascar,1494,2015,66.0,Canada,3.25,Trinitario,,False,Premium
Ambrosia,Dominican Republic,1498,2015,75.0,Canada,3.25,,,True,Premium
Ambrosia,Papua New Guinea,1498,2015,63.0,Canada,3.25,,,False,Premium
Ambrosia,Venezuela,1498,2015,70.0,Canada,3.25,,,True,Premium
Ambrosia,Peru,1498,2015,68.0,Canada,3.5,,,False,Premium
Amedei,"Piura, Blanco de Criollo",979,2012,70.0,Italy,3.75,,,True,Premium
Amedei,Porcelana,111,2007,70.0,Italy,4.0,Criollo (Porcelana),,True,Premium
Amedei,Nine,111,2007,75.0,Italy,4.0,Blend,,True,Premium
Amedei,Chuao,111,2007,70.0,Italy,5.0,Trinitario,,True,Elita
Amedei,Ecuador,123,2007,70.0,Italy,3.0,Trinitario,,True,Poprawny
Amedei,Jamaica,123,2007,70.0,Italy,3.0,Trinitario,,True,Poprawny
Amedei,Grenada,123,2007,70.0,Italy,3.5,Trinitario,,True,Premium
Amedei,Venezuela,123,2007,70.0,Italy,3.75,Trinitario (85% Criollo),,True,Premium
Amedei,Madagascar,123,2007,70.0,Italy,4.0,Trinitario (85% Criollo),,True,Premium
Amedei,Trinidad,129,2007,70.0,Italy,3.5,Trinitario,,True,Premium
Amedei,Toscano Black,170,2007,63.0,Italy,3.5,Blend,,False,Premium
Amedei,Toscano Black,40,2006,70.0,Italy,5.0,Blend,,True,Elita
Amedei,Toscano Black,75,2006,66.0,Italy,4.0,Blend,,False,Premium
AMMA,Catongo,1065,2013,75.0,Brazil,3.25,Forastero (Catongo),,True,Premium
AMMA,"Monte Alegre, 3 diff. plantations",572,2010,85.0,Brazil,2.75,Forastero (Parazinho),,True,Poprawny
AMMA,"Monte Alegre, 3 diff. plantations",572,2010,50.0,Brazil,3.75,Forastero (Parazinho),,False,Premium
AMMA,"Monte Alegre, 3 diff. plantations",572,2010,75.0,Brazil,3.75,Forastero (Parazinho),,True,Premium
AMMA,"Monte Alegre, 3 diff. plantations",572,2010,60.0,Brazil,4.0,Forastero (Parazinho),,False,Premium
Anahata,Elvesia,1259,2014,75.0,U.S.A.,3.0,,,True,Poprawny
Animas,Alto Beni,1852,2016,75.0,U.S.A.,3.5,,,True,Premium
Ara,Madagascar,1375,2014,75.0,France,3.0,Trinitario,,True,Poprawny
Ara,Chiapas,1379,2014,72.0,France,2.5,,,True,Poprawny
Ara,Equateur,1379,2014,75.0,France,2.75,,,True,Poprawny
Ara,Trincheras,1379,2014,75.0,France,3.0,,,True,Poprawny
Arete,San Juan,1724,2016,70.0,U.S.A.,3.5,Trinitario,,True,Premium
Arete,Kokoa Kamili,1724,2016,70.0,U.S.A.,3.75,,,True,Premium
Arete,Tien Giang,1900,2016,73.0,U.S.A.,3.5,Trinitario,,True,Premium
Arete,Hacienda Victoria,1904,2016,70.0,U.S.A.,3.25,,,True,Premium
Arete,Costa Esmeraldas,1904,2016,70.0,U.S.A.,3.25,,,True,Premium
Arete,Lachua,1904,2016,70.0,U.S.A.,3.5,,,True,Premium
Arete,Rugoso,1904,2016,70.0,U.S.A.,3.75,,,True,Premium
Arete,"La Masica, FHIA",1908,2016,70.0,U.S.A.,3.5,,,True,Premium
Arete,"Coto Brus, Terciopelo",1908,2016,70.0,U.S.A.,4.0,,,True,Premium
Arete,Phantom,1924,2016,70.0,U.S.A.,4.0,Forastero (Nacional),,True,Premium
Arete,Elvesia,1928,2016,70.0,U.S.A.,3.75,,,True,Premium
Arete,Matasawalevu,1928,2016,70.0,U.S.A.,3.25,,,True,Premium
Arete,Lam Dong,1928,2016,73.0,U.S.A.,3.25,,,True,Premium
Arete,Fazenda Camboa,1534,2015,70.0,U.S.A.,3.5,,,True,Premium
Arete,Nacional,1534,2015,68.0,U.S.A.,3.5,Forastero (Nacional),,False,Premium
Arete,"Puerto Quito, heirloom",1534,2015,70.0,U.S.A.,3.75,Forastero (Nacional),,True,Premium
Arete,Oko Caribe,1598,2015,70.0,U.S.A.,3.5,,,True,Premium
Arete,Maya Mountain,1598,2015,70.0,U.S.A.,3.75,Trinitario,,True,Premium
Arete,Chuno,1598,2015,70.0,U.S.A.,4.0,"Criollo, Trinitario",,True,Premium
Arete,Fazenda Camboa,1602,2015,75.0,U.S.A.,2.75,,,True,Poprawny
Arete,Guatemala,1602,2015,70.0,U.S.A.,3.25,,,True,Premium
Arete,Camino Verde,1602,2015,75.0,U.S.A.,3.5,,,True,Premium
Artisan du Chocolat,"Trinidad, Heritage, Limited ed.",1193,2013,72.0,U.K.,3.25,Trinitario,,True,Premium
Artisan du Chocolat,"Colombia, Casa Luker",947,2012,72.0,U.K.,3.75,,,True,Premium
Artisan du Chocolat,Haiti,729,2011,72.0,U.K.,4.0,,,True,Premium
Artisan du Chocolat,Panama,745,2011,72.0,U.K.,2.75,,,True,Poprawny
Artisan du Chocolat,Venezuela,486,2010,100.0,U.K.,1.75,,,True,Rozczarowujący
Artisan du Chocolat,Jamaica,531,2010,72.0,U.K.,3.75,Trinitario,,True,Premium
Artisan du Chocolat,Costa Rica,600,2010,72.0,U.K.,3.25,,,True,Premium
Artisan du Chocolat,Ba Ria Vung Tau Province,600,2010,72.0,U.K.,3.25,Trinitario,,True,Premium
Artisan du Chocolat,Bali,600,2010,72.0,U.K.,3.5,,,True,Premium
Artisan du Chocolat,"Ocumare, Venezuela",355,2009,75.0,U.K.,2.5,"Criollo, Trinitario",,True,Poprawny
Artisan du Chocolat,Java,355,2009,72.0,U.K.,2.75,Trinitario,,True,Poprawny
Artisan du Chocolat,Brazil Rio Doce,363,2009,72.0,U.K.,1.75,,,True,Rozczarowujący
Artisan du Chocolat,Madagascar,363,2009,80.0,U.K.,3.0,"Criollo, Trinitario",,True,Poprawny
Artisan du Chocolat,Peru,363,2009,75.0,U.K.,3.0,Criollo,,True,Poprawny
Artisan du Chocolat,Dominican Republic,363,2009,72.0,U.K.,3.25,Trinitario,,True,Premium
Artisan du Chocolat,Congo,300,2008,72.0,U.K.,3.75,Forastero,,True,Premium
Artisan du Chocolat (Casa Luker),"Orinoqua Region, Arauca",1181,2013,72.0,U.K.,2.75,Trinitario,,True,Poprawny
Askinosie,Mababa,1780,2016,68.0,U.S.A.,3.75,Trinitario,,False,Premium
Askinosie,"Tenende, Uwate",647,2011,72.0,U.S.A.,3.75,Trinitario,,True,Premium
Askinosie,Cortes,661,2011,70.0,U.S.A.,3.75,Trinitario,,True,Premium
Askinosie,Davao,331,2009,77.0,U.S.A.,3.75,Trinitario,,True,Premium
Askinosie,Xoconusco,141,2007,75.0,U.S.A.,2.5,Trinitario,,True,Poprawny
Askinosie,San Jose del Tambo,175,2007,70.0,U.S.A.,3.0,Forastero (Arriba),,True,Poprawny
Bahen & Co.,Houseblend,1474,2015,80.0,Australia,3.25,,,True,Premium
Bahen & Co.,Papua New Guinea,1474,2015,70.0,Australia,3.5,,,True,Premium
Bahen & Co.,Sambirano,995,2012,70.0,Australia,3.0,Trinitario,,True,Poprawny
Bahen & Co.,Bahia,999,2012,70.0,Australia,2.5,,,True,Poprawny
Bahen & Co.,Houseblend,999,2012,70.0,Australia,2.5,Blend,,True,Poprawny
Bakau,"Bambamarca, 2015",1454,2015,70.0,Peru,2.75,,,True,Poprawny
Bakau,"Huallabamba, 2015",1454,2015,70.0,Peru,3.5,,,True,Premium
Bar Au Chocolat,Bahia,1554,2015,70.0,U.S.A.,3.5,,,True,Premium
Bar Au Chocolat,Maranon Canyon,1295,2014,70.0,U.S.A.,4.0,Forastero (Nacional),,True,Premium
Bar Au Chocolat,Duarte Province,983,2012,70.0,U.S.A.,3.25,,,True,Premium
Bar Au Chocolat,Chiapas,983,2012,70.0,U.S.A.,3.5,,,True,Premium
Bar Au Chocolat,Sambirano,983,2012,70.0,U.S.A.,3.75,Trinitario,,True,Premium
Baravelli's,single estate,955,2012,80.0,Wales,2.75,,,True,Poprawny
Batch,"Dominican Republic, Batch 3",1840,2016,65.0,U.S.A.,3.5,,,False,Premium
Batch,Brazil,1868,2016,70.0,U.S.A.,3.75,,,True,Premium
Batch,Ecuador,1880,2016,65.0,U.S.A.,3.25,,,False,Premium
Beau Cacao,"Asajaya E, NW Borneo, b. #132/4500",1948,2017,73.0,U.K.,3.0,,,True,Poprawny
Beau Cacao,"Serian E., NW Borneo, b. #134/3800",1948,2017,72.0,U.K.,3.25,,,True,Premium
Beehive,"Brazil, Batch 20316",1784,2016,80.0,U.S.A.,2.75,,,True,Poprawny
Beehive,"Dominican Republic, Batch 31616",1784,2016,70.0,U.S.A.,2.75,,,True,Poprawny
Beehive,"Ecuador, Batch 31516",1784,2016,70.0,U.S.A.,2.75,,,True,Poprawny
Beehive,Ecuador,1788,2016,90.0,U.S.A.,2.75,,,True,Poprawny
Belcolade,Costa Rica,586,2010,64.0,Belgium,2.75,,,False,Poprawny
Belcolade,Papua New Guinea,586,2010,64.0,Belgium,2.75,,,False,Poprawny
Belcolade,Peru,586,2010,64.0,Belgium,2.75,,,False,Poprawny
Belcolade,Ecuador,586,2010,71.0,Belgium,3.5,,,True,Premium
Bellflower,"Kakao Kamili, Kilombero Valley",1800,2016,70.0,U.S.A.,3.5,"Criollo, Trinitario",,True,Premium
Bellflower,"Alto Beni, Palos Blanco",1804,2016,70.0,U.S.A.,3.25,,,True,Premium
Bellflower,"Oko Caribe, Duarte P.",1864,2016,70.0,U.S.A.,3.5,,,True,Premium
Belyzium,"Belize south, low fermentation",1768,2016,83.0,Germany,2.75,Trinitario,,True,Poprawny
Belyzium,Belize south,1768,2016,78.0,Germany,3.0,Trinitario,,True,Poprawny
Belyzium,Belize south,1768,2016,83.0,Germany,3.5,Trinitario,,True,Premium
Benoit Nihant,Baracoa,1141,2013,74.0,Belgium,3.5,Trinitario,,True,Premium
Benoit Nihant,Chuao,1141,2013,74.0,Belgium,3.5,Criollo,,True,Premium
Benoit Nihant,Cuyagua Village,1141,2013,74.0,Belgium,3.5,Criollo,,True,Premium
Benoit Nihant,Rio Peripa H.,1141,2013,73.0,Belgium,4.0,Trinitario,,True,Premium
Benoit Nihant,"Bali, Sukrama Bros. Farm, Melaya, 62hr C",757,2011,72.0,Belgium,4.0,Trinitario,,True,Premium
Benoit Nihant,"Somia Plantation, Sambirano, 70hr C",773,2011,72.0,Belgium,3.75,Trinitario,,True,Premium
Bernachon,Nature,797,2012,55.0,France,2.75,,,False,Poprawny
Beschle (Felchlin),Madagascar,636,2011,64.0,Switzerland,3.0,Trinitario,,False,Poprawny
Beschle (Felchlin),Maracaibo,636,2011,88.0,Switzerland,3.0,Criollo,,True,Poprawny
Beschle (Felchlin),"Indigena Amazonia, Grand Cru, Quizas",636,2011,72.0,Switzerland,3.5,,,True,Premium
Beschle (Felchlin),Ecuador,636,2011,72.0,Switzerland,4.0,,,True,Premium
Beschle (Felchlin),"Carenero S., Barlovento, Grand Cru",508,2010,70.0,Switzerland,3.25,Trinitario,,True,Premium
Beschle (Felchlin),"Porcelana, Premier Cru, Quizas No. 1",508,2010,74.0,Switzerland,3.25,Criollo (Porcelana),,True,Premium
Beschle (Felchlin),"Java, Grand Cru",508,2010,64.0,Switzerland,3.5,,,False,Premium
Beschle (Felchlin),"Ocumare, Premier Cru, Quizas No. 2",508,2010,72.0,Switzerland,3.5,,,True,Premium
Bisou,"Nicaragua, American style",1482,2015,76.0,U.S.A.,2.5,,,True,Poprawny
Bisou,"San Andres, American style",1486,2015,76.0,U.S.A.,2.5,,,True,Poprawny
Bisou,"San Andres, silk",1486,2015,78.0,U.S.A.,2.5,,,True,Poprawny
Bisou,Belize,1486,2015,86.0,U.S.A.,3.25,Trinitario,,True,Premium
Bittersweet Origins,Ghana,963,2012,72.0,U.S.A.,3.5,Forastero,,True,Premium
Bittersweet Origins,"Bali, Singaraja",478,2010,75.0,U.S.A.,3.25,,,True,Premium
Bittersweet Origins,2009 Hapa Nibby,502,2010,70.0,U.S.A.,3.75,Blend,,True,Premium
Bittersweet Origins,"Bali, Singaraja",558,2010,65.0,U.S.A.,2.75,,,False,Poprawny
Bittersweet Origins,"Sambirano, 2009",565,2010,70.0,U.S.A.,3.0,Trinitario,,True,Poprawny
Bittersweet Origins,"Ocumare, prototype",565,2010,78.0,U.S.A.,3.0,Criollo,,True,Poprawny
Bittersweet Origins,Puerto Plata,414,2009,75.0,U.S.A.,3.0,,,True,Poprawny
Bittersweet Origins,Puerto Plata,414,2009,65.0,U.S.A.,3.5,,,False,Premium
Bittersweet Origins,Sambirano,423,2009,75.0,U.S.A.,3.25,Trinitario,,True,Premium
Bittersweet Origins,Sambirano,431,2009,65.0,U.S.A.,3.5,Trinitario,,False,Premium
Bittersweet Origins,Sambirano,233,2008,71.0,U.S.A.,3.0,Trinitario,,True,Poprawny
Bittersweet Origins,Bocas del Toro,233,2008,75.0,U.S.A.,3.5,,,True,Premium
Bittersweet Origins,Puerto Plata,233,2008,68.0,U.S.A.,3.75,,,False,Premium
Bittersweet Origins,Ankasa,256,2008,70.0,U.S.A.,3.0,Forastero,,True,Poprawny
Black Mountain,La Red,256,2008,70.0,U.S.A.,2.75,,,True,Poprawny
Black Mountain,Carenero Superior,256,2008,70.0,U.S.A.,2.75,Trinitario,,True,Poprawny
Black Mountain,Matiguas,256,2008,70.0,U.S.A.,3.0,,,True,Poprawny
Black River (A. Morin),Blue Mountain Region,1331,2014,70.0,U.K.,2.75,Trinitario,,True,Poprawny
Blanxart,"Congo, Grand Cru",1046,2013,82.0,Spain,3.5,Forastero,,True,Premium
Blanxart,Organic Dark,322,2009,72.0,Spain,2.75,,,True,Poprawny
Blue Bandana,"Akesson's E., Sambirano V.",1740,2016,82.0,U.S.A.,3.5,Trinitario,,True,Premium
Blue Bandana,Lachua,1752,2016,75.0,U.S.A.,2.75,,,True,Poprawny
Blue Bandana,Kokoa Kamili,1752,2016,75.0,U.S.A.,3.5,,,True,Premium
Blue Bandana,Zorzal Reserva,1756,2016,75.0,U.S.A.,3.0,,,True,Poprawny
Blue Bandana,Guatemala,911,2012,70.0,U.S.A.,3.5,,,True,Premium
Blue Bandana,Madagascar,911,2012,70.0,U.S.A.,3.75,Trinitario,,True,Premium
Bonnat,Selva Maya,1912,2016,75.0,France,3.5,,,True,Premium
Bonnat,Kaori,1339,2014,75.0,France,4.0,,,True,Premium
Bonnat,"Los Colorados, Santo Domingo, Equateur",1418,2014,75.0,France,3.25,,,True,Premium
Bonnat,Surfin,1418,2014,65.0,France,3.75,,,False,Premium
Bonnat,Maragnam,1038,2013,75.0,France,3.5,,,True,Premium
Bonnat,Gabon,1042,2013,75.0,France,3.25,,,True,Premium
Bonnat,Cuba,629,2011,75.0,France,3.5,Trinitario,,True,Premium
Bonnat,"Cusco, Cacao Cusco",629,2011,75.0,France,3.5,,,True,Premium
Bonnat,Piura Blanco,629,2011,75.0,France,3.5,Forastero (Nacional),,True,Premium
Bonnat,Libanio,629,2011,75.0,France,3.75,,,True,Premium
Bonnat,Haiti,629,2011,75.0,France,4.0,,,True,Premium
Bonnat,"Madagascar, 100% criollo",629,2011,75.0,France,4.0,Criollo,,True,Premium
Bonnat,Juliana,672,2011,75.0,France,3.5,,,True,Premium
Bonnat,Jamaique,761,2011,75.0,France,3.25,Trinitario,,True,Premium
Bonnat,Ivory Coast,331,2009,75.0,France,3.0,,,True,Poprawny
Bonnat,"Porcelana, Apotequil",336,2009,75.0,France,2.75,Criollo,,True,Poprawny
Bonnat,"Porcelana, Tabasco, Marfil de Blanco",336,2009,75.0,France,3.0,Criollo,,True,Poprawny
Bonnat,"Xoconusco, cacao Real",395,2009,75.0,France,3.0,Criollo,,True,Poprawny
Bonnat,"Porcelana, Venezuela",199,2008,75.0,France,4.0,Criollo (Porcelana),,True,Premium
Bonnat,Equateur,123,2007,75.0,France,2.5,Forastero (Arriba),,True,Poprawny
Bonnat,Trinite,24,2006,75.0,France,3.75,Trinitario,,True,Premium
Bonnat,"Ocumare, Puerto Cabello",32,2006,75.0,France,4.0,,,True,Premium
Bonnat,"Maracaibo, El Rosario",48,2006,75.0,France,4.0,Criollo,,True,Premium
Bonnat,Madagascar,75,2006,75.0,France,4.0,Trinitario,,True,Premium
Bonnat,One Hundred,81,2006,100.0,France,1.5,,,True,Rozczarowujący
Bonnat,Ceylan,81,2006,75.0,France,3.0,,,True,Poprawny
Bonnat,Chuao,81,2006,75.0,France,4.0,Trinitario,,True,Premium
Bouga Cacao (Tulicorp),"El Oro, Hacienda de Oro",316,2009,77.0,Ecuador,3.25,Forastero (Arriba),,True,Premium
Bouga Cacao (Tulicorp),"El Oro, Hacienda de Oro",341,2009,100.0,Ecuador,1.5,Forastero (Arriba),,True,Rozczarowujący
Bowler Man,Maya Mountain,1267,2014,70.0,U.S.A.,2.75,Trinitario,,True,Poprawny
Bowler Man,Conacado,1271,2014,70.0,U.S.A.,2.75,,,True,Poprawny
Brasstown aka It's Chocolate,"Guasare, Zulia Prov.",1868,2016,70.0,U.S.A.,3.5,Criollo,,True,Premium
Brasstown aka It's Chocolate,"O'payo, Waslala",1868,2016,70.0,U.S.A.,3.75,,,True,Premium
Brasstown aka It's Chocolate,Conacado,1462,2015,68.0,U.S.A.,3.75,,,False,Premium
Brasstown aka It's Chocolate,Maya Mountain,1255,2014,70.0,U.S.A.,3.75,Trinitario,,True,Premium
Brasstown aka It's Chocolate,Chuao,1355,2014,70.0,U.S.A.,4.0,Trinitario,,True,Premium
Brasstown aka It's Chocolate,Cooproagro,1125,2013,72.0,U.S.A.,3.0,Trinitario,,True,Poprawny
Brasstown aka It's Chocolate,"Camino Verde, Guayas",1125,2013,70.0,U.S.A.,3.25,,,True,Premium
Brasstown aka It's Chocolate,Ghana,1129,2013,75.0,U.S.A.,3.5,Forastero,,True,Premium
Brasstown aka It's Chocolate,"Chuao, Mantuano blend",1129,2013,85.0,U.S.A.,3.5,Trinitario,,True,Premium
Brazen,Elvesia P.,1514,2015,60.0,U.S.A.,3.0,,,False,Poprawny
Brazen,Elvesia P.,1514,2015,80.0,U.S.A.,3.25,,,True,Premium
Brazen,"Alta Verapaz, 2014",1514,2015,70.0,U.S.A.,3.5,,,True,Premium
Brazen,Ambolikapiky P.,1518,2015,80.0,U.S.A.,2.75,,,True,Poprawny
Brazen,Maya Mountain,1518,2015,80.0,U.S.A.,3.25,Trinitario,,True,Premium
Brazen,Ambolikapkly P.,1518,2015,60.0,U.S.A.,3.25,,,False,Premium
Breeze Mill,Jamaica,1149,2013,70.0,U.S.A.,3.0,Trinitario,,True,Poprawny
Bright,Somia Plantation,1231,2014,72.0,Australia,3.0,Trinitario,,True,Poprawny
Bright,Marabel Farms,1231,2014,70.0,Australia,3.5,,,True,Premium
Bright,"Camino Verde, Balao, Guayas",1231,2014,72.0,Australia,3.5,,,True,Premium
Bright,Gran Couva,1235,2014,68.0,Australia,2.75,Trinitario,,False,Poprawny
Britarev,Ecuador,1638,2015,70.0,Russia,3.25,,,True,Premium
Bronx Grrl Chocolate,Dominican Republic,1181,2013,68.0,U.S.A.,2.75,,,False,Poprawny
Burnt Fork Bend,Trinidad,1299,2014,72.0,U.S.A.,3.25,Trinitario,,True,Premium
Burnt Fork Bend,Mindo,1299,2014,72.0,U.S.A.,3.5,,,True,Premium
Burnt Fork Bend,Belize,1303,2014,72.0,U.S.A.,3.25,Trinitario,,True,Premium
Burnt Fork Bend,Blend,1303,2014,72.0,U.S.A.,3.25,Blend,,True,Premium
Burnt Fork Bend,"Ecuador, Bob Bar",1323,2014,60.0,U.S.A.,2.5,,,False,Poprawny
Cacao Arabuco,Puerto Rico,1606,2015,70.0,Puerto Rico,2.5,,,True,Poprawny
Cacao Atlanta,Tumbes,1215,2014,75.0,U.S.A.,2.5,Criollo,,True,Poprawny
Cacao Atlanta,"Dominican Republic, ""Love Bar""",502,2010,75.0,U.S.A.,2.5,,,True,Poprawny
Cacao Atlanta,Dominican Republic w/ nibs,502,2010,75.0,U.S.A.,2.75,,,True,Poprawny
Cacao Atlanta,Patanemo,600,2010,75.0,U.S.A.,2.25,,,True,Poprawny
Cacao Barry,Grand 'Anse,1716,2016,65.0,France,3.5,"Trinitario, Criollo",,False,Premium
Cacao Barry,Santo Domingo,586,2010,70.0,France,3.0,,,True,Poprawny
Cacao Barry,Tanzania,300,2008,75.0,France,2.0,,,True,Rozczarowujący
Cacao Barry,Venezuela,141,2007,72.0,France,2.0,,,True,Rozczarowujący
Cacao Barry,Mexico,147,2007,66.0,France,3.0,,,False,Poprawny
Cacao de Origen,Chuao,1688,2015,77.0,Venezuela,3.5,Trinitario,,True,Premium
Cacao de Origen,Rio Caribe,1692,2015,75.0,Venezuela,3.25,Trinitario,,True,Premium
Cacao de Origen,Agua Fria; Sucre region,1391,2014,75.0,Venezuela,2.5,,,True,Poprawny
Cacao de Origen,Macuare; Miranda; Chloe formula,1391,2014,74.0,Venezuela,3.25,,,True,Premium
Cacao de Origen,"Chuao, Aragua region",1391,2014,75.0,Venezuela,3.5,Trinitario,,True,Premium
Cacao de Origen,"Chuao, Aragua region",1395,2014,70.0,Venezuela,3.75,Trinitario,,True,Premium
Cacao de Origen,Hacienda la Trinidad,1668,2015,74.0,Venezuela,3.25,,,True,Premium
Cacao Hunters,Macondo,1816,2016,71.0,Colombia,3.75,,,True,Premium
